municipios_BR_dadosFID,municipios_BR_dadosmun_nm,municipios_BR_dadoscod_ibge,municipios_BR_dadosT2_1_man,municipios_BR_dadosT2_2_rpe,municipios_BR_dadosT2_2_qe_m3,municipios_BR_dadosT2_2_qe_ls,municipios_BR_dadosT2_4_tpsis,municipios_BR_dadosT2_4_tp_op,municipios_BR_dadosT3_1_c_man,municipios_BR_dadosT3_2_sispr,municipios_BR_dadosT3_3_avqtt,municipios_BR_dadosT3_4_dist,municipios_BR_dadosT3_5_efdis,municipios_BR_dadosT3_6_efpr,municipios_BR_dadosT3_7_ish,municipios_BR_dadosT3_8_plnac,municipios_BR_dadosT3_9_ivi,municipios_BR_dadosT3_10_perd,municipios_BR_dadosT2_2_SiSem,WebServices_Croquis_vfinalcsvHiperlink1,WebServices_Croquis_vfinalcsvNome_Croqui1,WebServices_Croquis_vfinalcsvHiperlink2,WebServices_Croquis_vfinalcsvNome_Croqui2,WebServices_Croquis_vfinalcsvHiperlink3,WebServices_Croquis_vfinalcsvNome_Croqui3,WebServices_Croquis_vfinalcsvHiperlink4,WebServices_Croquis_vfinalcsvNome_Croqui4,WebServices_Croquis_vfinalcsvHiperlink5,WebServices_Croquis_vfinalcsvNome_Croqui5,WebServices_Croquis_vfinalcsvHiperlink6,WebServices_Croquis_vfinalcsvNome_Croqui6,WebServices_Croquis_vfinalcsvHiperlink7,WebServices_Croquis_vfinalcsvNome_Croqui7
1577,Landri Sales,2205607,Exclusivamente Subterrânea,2205607,0.000234,0.233625,Sistema Isolado,Concessionária Privada,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,90 ≥ Índice de Cobertura > 97%,Média,Máxima,Alta,Medida de Gestão,C,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_2205607_LandriSales.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1578,São João da Mata,3162302,Exclusivamente Subterrânea,3162302,0.003402,3.401889,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3162302_SãoJoãodaMata.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1579,São João da Ponte,3162401,Exclusivamente Subterrânea,3162401,0.0003,0.299883,Sistema Isolado,Companhia Estadual,Manancial com Média Vulnerabilidade,Ampliação do sistema,Manancial com Média Vulnerabilidade,70 ≥ Índice de Cobertura > 90%,Média,Mínima,Baixa,Infraestrutura que Requer Estudo de Alternativas - Novo Manancial,A2,Ação não necessária,Sistema Isolado,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3162401_São João da Ponte.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1580,São João das Missões,3162450,Exclusivamente Subterrânea,3162450,0.000881,0.881261,Sistema Isolado,Companhia Estadual,Manancial com Média Vulnerabilidade,Satisfatório,Manancial com Média Vulnerabilidade,70 ≥ Índice de Cobertura > 90%,Baixa,Baixa,Baixa,Infraestrutura que Requer Estudo de Alternativas - Novo Manancial,B,Ação necessária,Sistema Isolado,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3162450_SaoJoaodasMissoes.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1581,São João del Rei,3162500,Exclusivamente Superficial,3162500,0.003188,3.188022,Sistema Isolado,Companhia Estadual,Manancial com Média Vulnerabilidade,Adequação do sistema,Manancial com Média Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Alta,Baixa,Média,Infraestrutura que Requer Estudo de Alternativas - Novo Manancial,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3162500_SaoJoaodelRei.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1582,São Miguel do Guaporé,1100320,Exclusivamente Superficial,1100320,0.000711,0.711408,Sistema Isolado,Companhia Estadual,Manancial com Baixa Vulnerabilidade,Ampliação do sistema,Manancial com Baixa Vulnerabilidade,Índice de Cobertura < 50%,Mínima,Média,Baixa,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,B,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1100320_SaoMigueldoGuapore.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1583,São Francisco do Guaporé,1101492,Exclusivamente Superficial,1101492,0.000682,0.682299,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura < 50%,Mínima,Média,Baixa,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,D,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1101492_SaoFranciscodoGuapore.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1584,Seringueiras,1101500,Exclusivamente Superficial,1101500,0.000712,0.711946,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,50 ≥ Índice de Cobertura > 70%,Baixa,Máxima,Alta,Medida de Gestão,B,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1101500_Seringueiras.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1585,São João do Manhuaçu,3162559,Exclusivamente Superficial,3162559,0.001058,1.058439,Sistema Isolado,Companhia Estadual,Manancial com Média Vulnerabilidade,Ampliação do sistema,Manancial com Média Vulnerabilidade,90 ≥ Índice de Cobertura > 97%,Alta,Mínima,Média,Infraestrutura que Requer Estudo de Alternativas - Novo Manancial,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3162559_SaoJoaodoManhuacu.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1586,São João do Manteninha,3162575,Exclusivamente Superficial,3162575,0.000316,0.316054,Sistema Isolado,Companhia Estadual,Manancial com Média Vulnerabilidade,Satisfatório,Manancial com Média Vulnerabilidade,Índice de Cobertura < 50%,Mínima,Baixa,Baixa,Infraestrutura que Requer Estudo de Alternativas - Novo Manancial,D,Ação necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3162575_SaoJoaodoManteninha.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1587,São João do Oriente,3162609,Exclusivamente Superficial,3162609,0.001159,1.158787,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,90 ≥ Índice de Cobertura > 97%,Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3162609_SaoJoaodoOriente.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1588,Vale do Anari,1101757,Exclusivamente Superficial,1101757,0.001135,1.135419,Sistema Isolado,Companhia Estadual,Manancial com Baixa Vulnerabilidade,Ampliação do sistema,Manancial com Baixa Vulnerabilidade,Índice de Cobertura < 50%,Mínima,Média,Baixa,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,D,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1101757_ValedoAnari.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1589,Serra da Raiz,2515609,Exclusivamente Superficial,2515609,0.000324,0.323943,Sistema Integrado,Companhia Estadual,Manancial com Alta Vulnerabilidade,Ampliação do sistema,Manancial com Alta Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Alta,Mínima,Média,Infraestrutura que Requer Estudo de Alternativas - Novo Manancial,A2,Ação não necessária,Sistema Integrado,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_PB_INT_16_DuasEstradasLagoadeDentro.pdf,Sistema Integrado Duas Estradas-Lagoa de Dentro,,,,,,,,,,,,
1590,Ariquemes,1100023,Preponderantemente Superficial,1100023,0.001611,1.611454,Sistema Isolado,Concessionária Privada,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,70 ≥ Índice de Cobertura > 90%,Baixa,Média,Média,Infraestrutura Recomendada,B,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1100023_Ariquemes.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1591,Vilhena,1100304,Exclusivamente Subterrânea,1100304,0.001795,1.795471,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Baixa,Média,Média,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,D,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1100304_Vilhena.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1592,São João do Pacuí,3162658,Exclusivamente Subterrânea,3162658,0.000735,0.735193,Sistema Isolado,Autarquia Municipal,Manancial com Baixa Vulnerabilidade,Adequação do sistema,Manancial com Baixa Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Baixa,Alta,Média,Medida de Gestão,D,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3162658_SaoJoaodoPacui.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1593,São João do Paraíso,3162708,Exclusivamente Superficial,3162708,0.000714,0.713934,Sistema Integrado,Companhia Estadual,Manancial com Média Vulnerabilidade,Adequação do sistema,Manancial com Média Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Alta,Baixa,Média,Infraestrutura Recomendada,A2,Ação não necessária,Sistema Integrado,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_MG_INT_12_Ninheira São João do Paraíso.pdf,Sistema Integrado Ninheira-São João do Paraíso,,,,,,,,,,,,
1594,São João Evangelista,3162807,Exclusivamente Superficial,3162807,0.001041,1.041096,Sistema Isolado,Companhia Estadual,Manancial com Média Vulnerabilidade,Satisfatório,Manancial com Média Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Alta,Baixa,Média,Infraestrutura que Requer Estudo de Alternativas - Novo Manancial,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3162807_SaoJoaoEvangelista.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1595,São João Nepomuceno,3162906,Exclusivamente Superficial,3162906,0.001333,1.332717,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,70 ≥ Índice de Cobertura > 90%,Média,Média,Média,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3162906_SaoJoaoNepomuceno.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1596,São Lourenço,3163706,Exclusivamente Superficial,3163706,0.003317,3.316967,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3163706_SaoLourenço.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1597,São Miguel do Anta,3163805,Exclusivamente Subterrânea,3163805,0.001601,1.600742,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,90 ≥ Índice de Cobertura > 97%,Alta,Média,Alta,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3163805_SaoMigueldoAnta.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1598,Santa Maria de Jetibá,3204559,Exclusivamente Superficial,3204559,0.001143,1.143216,Sistema Isolado,Companhia Estadual,Manancial com Baixa Vulnerabilidade,Ampliação do sistema,Manancial com Baixa Vulnerabilidade,70 ≥ Índice de Cobertura > 90%,Média,Média,Média,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3204559_SantaMariadeJetiba.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1599,Santa Teresa,3204609,Exclusivamente Superficial,3204609,0.001107,1.107224,Sistema Isolado,Companhia Estadual,Manancial com Baixa Vulnerabilidade,Ampliação do sistema,Manancial com Baixa Vulnerabilidade,90 ≥ Índice de Cobertura > 97%,Alta,Média,Alta,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3204609_SantaTeresa.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1600,São Pedro dos Ferros,3164001,Preponderantemente Subterrânea,3164001,0.002063,2.062589,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,70 ≥ Índice de Cobertura > 90%,Média,Média,Média,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3164001_SaoPedrodosFerros.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1601,São Romão,3164209,Preponderantemente Superficial,3164209,0.000466,0.465998,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,50 ≥ Índice de Cobertura > 70%,Baixa,Média,Média,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária,Sistema Isolado,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3164209_SaoRomao.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1602,São Roque de Minas,3164308,Preponderantemente Superficial,3164308,0.001586,1.585894,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,90 ≥ Índice de Cobertura > 97%,Alta,Média,Alta,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3164308_SaoRoquedeMinas.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1603,São Sebastião da Bela Vista,3164407,Preponderantemente Superficial,3164407,0.003301,3.301241,Sistema Isolado,Autarquia Municipal,Manancial com Baixa Vulnerabilidade,Ampliação do sistema,Manancial com Baixa Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Baixa,Média,Média,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,D,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3164407_SãoSebastiãodaBelaVista.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1604,São Sebastião da Vargem Alegre,3164431,Exclusivamente Subterrânea,3164431,0.001331,1.330976,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Média,Média,Média,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,B,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3164431_SaoSebastiaodaVargemAlegre.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1605,São Sebastião do Anta,3164472,Exclusivamente Superficial,3164472,0.000966,0.966338,Sistema Isolado,Companhia Estadual,Manancial com Baixa Vulnerabilidade,Satisfatório,Manancial com Baixa Vulnerabilidade,70 ≥ Índice de Cobertura > 90%,Média,Alta,Alta,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3164472_SaoSebastiaodoAnta.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1606,São Sebastião do Maranhão,3164506,Exclusivamente Superficial,3164506,0.000931,0.930858,Sistema Isolado,Companhia Estadual,Manancial com Média Vulnerabilidade,Ampliação do sistema,Manancial com Média Vulnerabilidade,70 ≥ Índice de Cobertura > 90%,Média,Mínima,Baixa,Infraestrutura que Requer Estudo de Alternativas - Novo Manancial,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3164506_SaoSebastiaodoMaranhao.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1607,Bom Jesus,2401701,Exclusivamente Subterrânea,2401701,0.00041,0.41024,Sistema Integrado,Companhia Estadual,Manancial com Baixa Vulnerabilidade,Adequação do sistema,Manancial com Baixa Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Baixa,Alta,Média,Infraestrutura que Requer Estudo de Alternativas - Novo Manancial,D,Ação não necessária,Sistema Integrado,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_RN_INT_07_MonsenhorExpedito.pdf,Sistema Integrado Monsenhor Expedito,,,,,,,,,,,,
1608,São Sebastião do Rio Verde,3164902,Preponderantemente Subterrânea,3164902,0.003309,3.308941,Sistema Isolado,Autarquia Municipal,Manancial com Baixa Vulnerabilidade,Satisfatório,Manancial com Baixa Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Média,Alta,Alta,Medida de Gestão,C,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3164902_SãoSebastiãodoRioVerde.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1609,São Tiago,3165008,Exclusivamente Superficial,3165008,0.003197,3.197361,Sistema Isolado,Companhia Estadual,Manancial com Baixa Vulnerabilidade,Satisfatório,Manancial com Baixa Vulnerabilidade,90 ≥ Índice de Cobertura > 97%,Alta,Alta,Alta,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3165008_SaoTiago.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1610,São Tomás de Aquino,3165107,Exclusivamente Subterrânea,3165107,0.002134,2.133944,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,90 ≥ Índice de Cobertura > 97%,Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3165107_SaoTomasdeAquino.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1611,São Thomé das Letras,3165206,Exclusivamente Superficial,3165206,0.003238,3.237695,Sistema Isolado,Companhia Estadual,Manancial com Baixa Vulnerabilidade,Ampliação do sistema,Manancial com Baixa Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Alta,Média,Alta,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3165206_SaoThomedasLetras.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1612,São Vicente de Minas,3165305,Exclusivamente Superficial,3165305,0.003211,3.210854,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Adequação do sistema,Manancial Não Vulnerável com Adequação do sistema,90 ≥ Índice de Cobertura > 97%,Alta,Alta,Alta,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3165305_SaoVicentedeMinas.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1613,Tabuleiro,3167905,Exclusivamente Superficial,3167905,0.001334,1.333612,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3167905_Tabuleiro.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1614,Taiobeiras,3168002,Preponderantemente Superficial,3168002,0.000172,0.171689,Sistema Isolado,Companhia Estadual,Manancial com Baixa Vulnerabilidade,Satisfatório,Manancial com Baixa Vulnerabilidade,70 ≥ Índice de Cobertura > 90%,Média,Alta,Alta,Infraestrutura Recomendada,A2,Ação não necessária,Sistema Isolado,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3168002_Taiobeiras.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1615,Tapiraí,3168200,Exclusivamente Subterrânea,3168200,0.001694,1.693701,Sistema Isolado,Companhia Estadual,Manancial com Baixa Vulnerabilidade,Satisfatório,Manancial com Baixa Vulnerabilidade,70 ≥ Índice de Cobertura > 90%,Média,Alta,Alta,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3168200_Tapirai.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1616,Taquaraçu de Minas,3168309,Preponderantemente Superficial,3168309,0.001204,1.20396,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Alta,Média,Alta,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3168309_TaquaraçudeMinas.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1617,Ceará-Mirim,2402600,Exclusivamente Subterrânea,2402600,0.002218,2.217967,Sistema Isolado,Autarquia Municipal,Manancial com Baixa Vulnerabilidade,Ampliação do sistema,Manancial com Baixa Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Média,Média,Média,Infraestrutura Recomendada,C,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_2402600_CearaMirim.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1618,Capitão,4304697,Exclusivamente Subterrânea,4304697,0.001156,1.155792,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Média,Máxima,Alta,Medida de Gestão,C,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4304697_Capitao.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1619,Teófilo Otoni,3168606,Exclusivamente Superficial,3168606,0.000381,0.38082,Sistema Isolado,Companhia Estadual,Manancial com Alta Vulnerabilidade,Satisfatório,Manancial com Alta Vulnerabilidade,70 ≥ Índice de Cobertura > 90%,Baixa,Mínima,Baixa,Infraestrutura que Requer Estudo de Alternativas - Novo Manancial,B,Ação necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3168606_TeofiloOtoni.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1620,Felipe Guerra,2403707,Exclusivamente Subterrânea,2403707,0.000153,0.153165,Sistema Isolado,Companhia Estadual,Manancial com Média Vulnerabilidade,Satisfatório,Manancial com Média Vulnerabilidade,70 ≥ Índice de Cobertura > 90%,Baixa,Baixa,Baixa,Infraestrutura Potencial com Estudo Complementar,D,Ação necessária,Sistema Isolado,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_2403707_FelipeGuerra.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
1621,Tocantins,3169000,Preponderantemente Superficial,3169000,0.001345,1.345279,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Adequação do sistema,Manancial Não Vulnerável com Adequação do sistema,Índice de Cobertura ≥ 97% (Pleno),Alta,Alta,Alta,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3169000_Tocantins.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
